IDfg,Season,Name,OPS,PA
14111,2023,Eric Haase,0.528,293
13130,2016,Mikie Mahtook,0.523,196
8298,2018,Francisco Pena,0.51,142
6677,2018,JB Shuck,0.486,142
4952,2016,Ryan Hanigan,0.468,113
914,2015,Brennan Boesch,0.394,94
8001,2015,Hanley Ramirez,0.717,430
2154,2016,Ryan Howard,0.71,362
15429,2023,Kris Bryant,0.68,335
589,2017,Carlos Beltran,0.666,509
5409,2015,Pablo Sandoval,0.658,505
2530,2019,Yonder Alonso,0.641,335
1904,2015,Adam LaRoche,0.634,484
4298,2017,Matt Wieters,0.632,465
12547,2019,John Hicks,0.62,333
9272,2019,Chris Davis,0.601,352
1274,2016,Alex Rodriguez,0.598,243
12775,2022,Brad Miller,0.59,241
3353,2015,Matt Joyce,0.564,284
3312,2019,Martin Prado,0.559,260
5933,2023,Jean Segura,0.556,326
11982,2019,Travis Shaw,0.551,270
11936,2021,Joe Panik,0.55,257
9219,2017,Danny Espinosa,0.523,295
8392,2019,Daniel Descalso,0.521,194
25845,2023,Michael Toglia,0.507,152
5913,2022,Leury Garcia,0.5,315
15450,2016,Daniel Castro,0.449,139
10030,2019,Chris Owings,0.443,196
23378,2022,Jose Barrero,0.401,174
2616,2019,Zack Cozart,0.322,107
11680,2022,Elias Diaz,0.648,381
12155,2022,Eddie Rosario,0.587,270
14352,2018,Lewis Brinson,0.577,406
10071,2022,Jonathan Villar,0.562,220
3142,2022,Robinson Chirinos,0.552,220
1609,2015,Omar Infante,0.552,455
6677,2016,JB Shuck,0.547,241
10322,2015,Danny Santana,0.532,277
5986,2016,Mike Aviles,0.528,181
15487,2018,Victor Reyes,0.526,219
27459,2022,Yoshi Tsutsugo,0.478,193
14885,2018,Pat Valaika,0.46,133
15905,2017,Luis Torrens,0.446,139
14942,2021,Andrew Knapp,0.429,159
1744,2022,Miguel Cabrera,0.622,433
11680,2019,Elias Diaz,0.603,332
11200,2022,Kole Calhoun,0.587,424
17922,2019,Isan Diaz,0.566,201
20970,2023,Oscar Gonzalez,0.551,180
20220,2020,Jo Adell,0.478,132
5491,2022,Austin Romine,0.435,136
3269,2022,Robinson Cano,0.373,104
14897,2019,Daniel Palka,0.372,93
5133,2016,Alexei Ramirez,0.61,506
19901,2023,Gavin Sheets,0.599,344
14691,2023,Harold Castro,0.589,270
11165,2016,Ramon Flores,0.555,289
6086,2015,Casey McGehee,0.538,258
9952,2018,Trayce Thompson,0.373,137
393,2018,Victor Martinez,0.651,508
4062,2018,Dexter Fowler,0.576,334
14352,2019,Lewis Brinson,0.457,248
10815,2023,Jurickson Profar,0.689,521
12984,2021,Jackie Bradley Jr.,0.497,428
6876,2017,Mark Trumbo,0.686,603
1177,2017,Albert Pujols,0.672,636
10327,2016,Ramon Cabrera,0.635,185
4613,2016,Prince Fielder,0.626,370
2579,2015,Carlos Ruiz,0.575,320
746,2016,A.J. Pierzynski,0.547,259
393,2015,Victor Martinez,0.667,485
3179,2016,Dioner Navarro,0.587,334
3448,2019,Jeff Mathis,0.433,244
9272,2018,Chris Davis,0.539,522
